Name,Release_Date
Shiness: The Lightning Kingdom,18 Apr 2017
Shift Happens,22 Feb 2017
Seven: The Days Long Gone,1 Dec 2017
Serial Cleaner,14 Jul 2017
Hover Junkers,5 Apr 2016
House of the Dying Sun,7 Jun 2016
"Hot Dogs, Horseshoes and Hand Grenades",5 Apr 2016
Homeworld: Deserts of Kharak,20 Jan 2016
Homefront: The Revolution - The Voice of Freedom,28 Sep 2016
Homefront: The Revolution - Aftermath,9 Nov 2016
Homefront: The Revolution,17 May 2016
Holopoint,5 Apr 2016
HoloBall,25 Apr 2016
Hitman: Episode 5 - Colorado,27 Sep 2016
Hitman: Episode 4 - Bangkok,16 Aug 2016
Drive 4 Survival,15 Oct 2020
Drift21,7 May 2020
Dreamscaper,14 Aug 2020
Dreadlands,10 Mar 2020
Dread Nautical,29 Apr 2020
Drawkanoid,21 Jan 2020
Drake Hollow,1 Oct 2020
Dragon Marked For Death,21 Apr 2020
Dragon Ball Z Kakarot,17 Jan 2020
DRAG,11 Aug 2020
Door Kickers 2: Task Force North,3 Nov 2020
SCUM,29 Aug 2018
Fairy Fencer F,4 Aug 2015
Fahrenheit: Indigo Prophecy Remastered,29 Jan 2015
Faceless,2015?
F1 2015,10 Jul 2015
Exoplanet: First Contact,2015
Exanima,29 Apr 2015
Evolve,10 Feb 2015
Evoland 2,25 Aug 2015
European Ship Simulator,20 Feb 2015
Europa Universalis IV: The Cossacks,1 Dec 2015
Europa Universalis IV: El Dorado,26 Feb 2015
SENRAN KAGURA ESTIVAL VERSUS,17 Mar 2017
Secret World Legends,31 Jul 2017
SCP Secret Laboratory,1 Mar 2017
Ruiner,26 Sep 2017
Rugby 18,27 Oct 2017
ROKH,15 May 2017
Rogue Trooper Redux,17 Oct 2017
Road Redemption,4 Oct 2017
Rising Storm 2: Vietnam,30 May 2017
Rime,26 May 2017
Rez Infinite,9 Aug 2017
Resident Evil 7,24 Jan 2017
Regalia: Of Men and Monarchs,18 May 2017
Redeemer,1 Aug 2017
Hitman: Episode 3 - Marrakesh,31 May 2016
Hitman: Episode 2 - Sapienza,26 Apr 2016
Hitman GO,23 Feb 2016
Hitman,11 Mar 2016
Hired Ops,21 Oct 2016
High Octane Drift,11 Oct 2016
Hide and Shriek,25 Oct 2016
Heroes and Generals,22 Sep 2016
Hero Generations: ReGen,19 Aug 2016
Hero Defense - Haunted Island,31 May 2016
Here They Lie,
Doom Eternal: The Ancient Gods - Part One,20 Mar 2020
Doom Eternal,20 Mar 2020
DOOM 64,20 Mar 2020
Dont Be Afraid,17 Dec 2020
Dominance,23 Jul 2020
Dog Duty,17 Sep 2020
Doctor Who: The Runaway,16 Jan 2020
Divinia Chronicles: Relics of Gan-Ti,1 Dec 2020
Disintegration,16 Jun 2020
Disc Room,22 Oct 2020
Disaster Report 4: Summer Memories,7 Apr 2020
Hammy,18 Dec 2019
GTFO,9 Dec 2019
Runes: The Forgotten Path,14 Nov 2018
RPG Merchant,15 Feb 2018
RollerCoaster Tycoon Adventures,19 Mar 2019
Rise of Industry,2 May 2018
Ring of Elysium,19 Sep 2018
RimWorld,17 Oct 2018
Ride 3,30 Nov 2018
Return of the Obra Dinn,18 Oct 2018
Resonance of Fate 4K HD Edition,18 Oct 2018
Regions of Ruin,5 Feb 2018
Red Matter,10 Nov 2018
Red Dead Redemption 2,5 Nov 2019
Europa Universalis IV: Common Sense,9 Jun 2015
Euro Truck Simulator 2 - Scandinavia,6 May 2015
Euro Fishing,2 Nov 2015
Euclidean,25 Sep 2015
Etherium,25 Mar 2015
Esper 2,16 Dec 2015
Eron,6 Mar 2015
Ephemerid:A Musical Adventure,3 Feb 2015
Enshrouded World,27 Feb 2015
Enemy,12 Mar 2015
Endless Sky,30 Oct 2015
Endless Legend: Shadows,2 Sep 2015
Endless Legend - The Lost Tales,19 Nov 2015
Endless Legend - Guardians,29 Apr 2015
Ravenfield,18 May 2017
Raiders of the Broken Planet,22 Sep 2017
RAID: World War II,26 Sep 2017
Ra2,2 Mar 2017
Quake Champions,22 Aug 2017
Pyre,25 Jul 2017
Project CARS 2,22 Sep 2017
Pro Evolution Soccer 2018,14 Sep 2017
Pro Cycling Manager 2017,15 Jun 2017
Prey (2017),5 May 2017
Portal Knights,18 May 2017
PlayerUnknowns Battlegrounds,23 Mar 2017
Hearts of Iron IV: Waking the Tiger,6 Jun 2016
Hearts of Iron IV: Together For Victory,15 Dec 2016
Hearts of Iron IV,6 Jun 2016
Hearthstone - Whispers of the Old Gods,23 Apr 2016
Headlander,26 Jul 2016
Haydee,27 Sep 2016
Hard Reset Redux,3 Jun 2016
Halo 5: Forge,8 Sep 2016
Half-Life: Prospekt,February 2016
Half dead,3 Feb 2016
Halcyon 6,9 Sep 2016
Gunjack,5 Apr 2016
Guilty Gear Xrd -REVELATOR-,14 Dec 2016
Dirt 5,6 Nov 2020
Dieselpunk Wars,19 Nov 2020
Devolverland Expo,11 Jul 2020
Destroy All Humans! Remake,28 Jul 2020
Destiny 2 - Beyond Light,22 Sep 2020
Desperados 3,16 Jun 2020
Deskmate Girl,8 Jun 2020
Demons Souls Remaster,12 Nov 2020
Demons Souls Remake,2022
Demonheart: Hunters,29 Jan 2020
Democracy 4,6 Oct 2020
Delores: A Thimbleweed Park Mini-Adventure,9 May 2020
Deemo Reborn,4 Sep 2020
Pro Evolution Soccer 2019,30 Aug 2018
Prey - Mooncrash,11 Jun 2018
Post Scriptum,9 Aug 2018
Pokemon Let's Go Pikachu,
Pokemon Let's Go Eevee,
Endless Legend - Forges of Creation,19 Nov 2015
Empyrion: Galactic Survival,15 Aug 2015
Emergency 2016,16 Oct 2015
Elite Dangerous: Horizons,16 Dec 2015
Eden Star,Q2 2015
Dyscourse,25 Mar 2015
Dynasty Warriors 8 Empires,24 Feb 2015
Dying Light - Cuisine and Cargo,10 Feb 2015
Dying Light,30 Jan 2015
Dustoff Vietnam,1 Mar 2015
Dungeons 2,24 Apr 2015
DungeonRift,1 Jul 2015
Dungeonmans,9 Dec 2015
Dungeon Manager ZV,16 Oct 2015
Planet Nomads,25 May 2017
Planet Coaster - The Munsters Munster Koach,21 Jul 2017
Planet Coaster - Spooky Pack,25 Sep 2017
Planet Coaster - Knight Rider K.I.T.T. Construction Kit,21 Jul 2017
Planet Coaster - Back to the Future Time Machine,21 Jul 2017
Planet Coaster - Adventure Pack,18 Dec 2017
Planescape: Torment Enhanced Edition,11 Apr 2017
Pit People,13 Jan 2017
Phantom Dust,16 May 2017
Pavlov VR,27 Feb 2017
Patapon remastered,
PaRappa the rapper Remastered,
P.A.M.E.L.A.,9 Mar 2017
Guards,19 Aug 2016
Grow Up,30 Aug 2016
Grip,2 Feb 2016
Grimm: Dark Legacy,2 Nov 2016
Grim Dawn,25 Feb 2016
"Gremlins, Inc.",11 Mar 2016
Gravity Rush 2,
Google Earth VR,16 Nov 2016
Good Robot,5 Jun 2016
GoNNER,12 Oct 2016
Goliath,12 May 2016
Golf With Your Friends,29 Jan 2016
Goetia,14 Apr 2016
DEEEER Simulator: Your Average Everyday Deer Game,21 Jan 2020
Deathtrap Dungeon: The Interactive Video Adventure,21 Jan 2020
Death end re;Quest 2,18 Aug 2020
Death Come True,18 Jul 2020
Death Carnival,31 Aug 2020
Death and Taxes,20 Feb 2020
Dealers Life 2,16 Dec 2020
Deadside,14 Apr 2020
Deadly Premonition 2: A Blessing in Disguise,2021
Deadliest Catch: The Game,14 Apr 2020
Dead Motherland: Zombie Co-op,16 Sep 2020
Dead GroundZ,29 Apr 2020
Planet of the Apes: Last Frontier,24 Aug 2018
Planet Coaster - World's Fair Pack,16 Oct 2018
Planet Coaster - Vintage Pack,10 Jul 2018
Planet Coaster - Studios Pack,27 Mar 2018
Planet Coaster - Magnificent Rides Collection,20 Dec 2018
Planet Alpha,4 Sep 2018
Pizza Connection 3,22 Mar 2018
PixelJunk Monsters 2,25 May 2018
PixARK,27 Mar 2018
Pillars of Eternity 2: Deadfire - The Forgotten Sanctum,13 Dec 2018
Pillars of Eternity 2: Deadfire - Seeker Slayer Survivor,25 Sep 2018
Pillars of Eternity 2: Deadfire - Beast of Winter,2 Aug 2018
Pillars of Eternity 2: Deadfire,8 May 2018
Phantom Doctrine,14 Aug 2018
Paw Patrol: On A Roll,23 Oct 2018
Duke Nukem: Mass Destruction,2015
Dudebro 2,2015
Duck Game,4 Jun 2015
Drive to Hell,30 Jan 2015
Drive,2015
Drew and the Floating Labyrinth,4 Feb 2015
Dreadnought,Summer 2015
Drawn To Death,2015
Draw A Stickman Epic 2,6 Nov 2015
Dragons Dogma Online,31 Aug 2015
Dragon Quest Heroes: The World Trees Woe and the Blight Below,
Dragon Quest Heroes,3 Dec 2015
Dragon Fin Soup,3 Nov 2015
Oxygen Not Included,30 Jul 2019
Overgrowth,16 Oct 2017
Outlast 2,24 Apr 2017
Outcast: Second Contact,14 Nov 2017
Out of the Park Baseball 18,24 Mar 2017
Oriental Empires,14 Sep 2017
Opus Magnum,7 Dec 2017
One Piece: Unlimited World Red - Deluxe Edition,25 Aug 2017
Okami HD,12 Dec 2017
Ogre,5 Oct 2017
Ode,27 Nov 2017
Observer_,15 Aug 2017
Nioh: Complete Edition,7 Nov 2017
Godus Wars,3 Feb 2016
God Eater 2 Rage Burst,30 Aug 2016
Gocco Of War,18 Nov 2016
Goat Simulator: Waste of Space,26 May 2016
Goat Simulator: Payday,14 Jan 2016
Gloria Victis,9 Jun 2016
Ginger: Beyond The Crystal,25 Oct 2016
Giant Machines 2017,29 Sep 2016
Ghostbusters 2016,15 Jul 2016
Ghost Of A Tale,25 Jul 2016
Gemini Heroes Reborn,19 Jan 2016
DCL - The Game,18 Feb 2020
Darwin Project,14 Jan 2020
Darksburg,12 Feb 2020
Dark Raider,26 Jan 2020
Dark Nights with Poe and Munro,19 May 2020
Dark Deception: Monsters And Mortals,30 Oct 2020
Danger Scavenger,22 Jun 2020
Cyberpunk 2077,10 Dec 2020
Cyber Ops,21 May 2020
Curse of the Dead Gods,3 Mar 2020
Pathfinder: Kingmaker - Bloody Mess,21 Oct 2018
Pathfinder: Kingmaker,25 Sep 2018
Past Cure,23 Feb 2018
Party Hard 2,25 Oct 2018
Overload,31 May 2018
Overkills The Walking Dead,6 Nov 2018
Dragon Ball Xenoverse,27 Feb 2015
Dragon Age: Inquisition - Trespasser,8 Sep 2015
Dragon Age: Inquisition - The Descent,11 Aug 2015
Dragon Age 3: Inquisition - Jaws of Hakkon,24 Mar 2015
Dragomon Hunter,2 Dec 2015
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",4 Dec 2015
Nioh,7 Nov 2017
Night Trap - 25th Anniversary Edition,15 Aug 2017
Night Of Azure,7 Feb 2017
Night in the Woods,21 Feb 2017
NieR: Automata,17 Mar 2017
Gears of War: Ultimate Edition,1 Mar 2016
Gears of War 4,11 Oct 2016
Galactic Civilizations III: Mercenaries,18 Feb 2016
Gal Gun: Double Peace,27 Sep 2016
Curious Expedition 2,17 Jun 2020
Cube Escape Collection,14 Oct 2020
Cthulhu: Books of Ancients,31 Oct 2020
Crysis Remastered,18 Sep 2020
Crusader Kings III,1 Sep 2020
DISTRAINT,21 Oct 2015
Nidhogg 2,15 Aug 2017
Next Day: Survival,20 Jul 2017
Nex Machina,20 Jun 2017
Need For Speed Payback,10 Nov 2017
NBA 2K18,15 Sep 2017
Nascar Heat 2,12 Sep 2017
Naruto: Ultimate Ninja STORM HD,25 Aug 2017
Naruto Shippuden: Ultimate Ninja STORM 2 HD,25 Aug 2017
Furi,5 Jul 2016
Franchise Hockey Manager 3,31 Oct 2016
Fragmented,27 Apr 2016
Fractured Space,22 Sep 2016
Fracture the Flag,9 Jun 2016
Forza Motorsport 6: Apex,5 May 2016
Crunch Element,19 Dec 2020
Crumbling World,21 May 2020
Crumble,4 Dec 2020
Crucible,20 May 2020
Crown Trick,16 Oct 2020
Critical Gravity,9 Sep 2020
Crisis VRigade 2,9 Jun 2020
Creeper World 4,3 Dec 2020
Creaks,22 Jul 2020
MXGP Pro,29 Jun 2018
Mutant Year Zero: Road to Eden,4 Dec 2018
Murderous Pursuits,26 Apr 2018
Disposable Heroes,1 Oct 2015
Dispatcher,12 Nov 2015
Disorder,12 Jan 2015
Disney Infinity 3,29 Oct 2015
Disk Monsters,1 Feb 2015
Disgaea 5: Alliance of Vengeance,0000-00-00
Dirty Bomb,2 Jun 2015
Dire Legend I: The Lost Dragon,1 Mar 2015
MudRunner 2,2019
MotoGP 17,15 Jun 2017
MOBIUS FINAL FANTASY,6 Feb 2017
MLB The Show 17,
Mirage: Arcane Warfare,23 May 2017
Minotaur,12 Aug 2017
Forza Horizon 3,27 Sep 2016
Forced Showdown,29 Mar 2016
Football Manager 2017,4 Nov 2016
Five Nights at Freddys: Sister Location,7 Oct 2016
Firewatch,9 Feb 2016
Crazy Simulator,7 Feb 2020
Crash Bandicoot 4: It’s About Time,26 Mar 2021
Craftopia,4 Sep 2020
Craftlands Workshoppe,13 Oct 2020
Corruption 2029,17 Feb 2020
"Cook, Serve, Delicious! 3",29 Jan 2020
Mulaka,27 Feb 2018
MotoGP™18,7 Jun 2018
Mothergunship,17 Jul 2018
Moss,27 Feb 2018
Moonlighter,29 May 2018
MonteCrypto: The Bitcoin Enigma,20 Feb 2018
Monster Hunter World,9 Aug 2018
Monster Energy Supercross - The Official Videogame,13 Feb 2018
DIGHARD: CRISIS,17 Feb 2015
Dig or Die,4 Mar 2015
Dfragmente,1 Mar 2015
Devils Third,
Devilian,10 Dec 2015
Devil May Cry 4: Special Edition,23 Jun 2015
Devastating,2015
Destiny: The Taken King,
Destination Sol,5 Feb 2015
Descent: Underground,22 Oct 2015
Minecraft: Story Mode - Season Two,11 Jul 2017
Might and Magic Showdown,19 Jan 2017
Middle-earth: Shadow of War,10 Oct 2017
Micro Machines World Series,23 Jun 2017
Memoranda,25 Jan 2017
Megaton Rainfall,
Mega Man Legacy Collection 2,8 Aug 2017
Medieval Kingdom Wars,9 Jun 2017
Final Fantasy IX,14 Apr 2016
Final Approach,5 Apr 2016
FIFA 17,29 Sep 2016
Fernbus Simulator,25 Aug 2016
Feel The Snow,14 Oct 2016
Fear for Sale: The Dusk Wanderer Collector's Edition,2 Oct 2016
Control: The Foundation,26 Mar 2020
Control: AWE,27 Aug 2020
Company of Crime,8 Aug 2020
Commandos 2: HD Remaster,24 Jan 2020
Commander 85,30 Sep 2020
Command & Conquer Remastered Collection,5 Jun 2020
Combat Mission Shock Force 2,25 Aug 2020
Combat Arms: The Classic,14 Jul 2020
Comanche,12 Mar 2020
Lust for Darkness,17 Jun 2018
Lucius 3,13 Dec 2018
Lost Sphear,23 Jan 2018
Dengeki Bunko: Fighting Climax,
Delvers Drop,2015
DeltaOne,1 Jan 2015
Delta Force: Angel Falls,TBA
Deep Down,2015
Decay: The Mare,13 Feb 2015
Deathtrap,4 Feb 2015
Deathfire,2015
Death Cabin,2 Mar 2015
Dead World,2015?
Dead Synchronicity: Tomorrow Comes Today,10 Apr 2015
Dead Realm,30 Jul 2015
Dead Or Alive 5 Last Round,30 Mar 2015
Dead Island: Epidemic,2015
Matter,TBA
Mass Effect Andromeda,21 Mar 2017
Marvel v Capcom: Infinite,19 Sep 2017
Mario and Rabbids: Kingdom Battle,
Mages of Mystralia,18 May 2017
Mafia III - Stones Unturned,30 May 2017
Mafia III - Sign of the Times,25 Jul 2017
Mafia III - Faster Baby,28 Mar 2017
Machine World 2,28 Jul 2017
Lost in the Ocean VR,24 Feb 2017
LocoRoco Remastered,
Little Nightmares - The Hideaway,9 Nov 2017
Little Nightmares - The Depths,7 Jul 2017
Little Nightmares,28 Apr 2017
Life is Strange: Before the Storm Episode 3,19 Dec 2017
Life is Strange: Before the Storm Episode 2,19 Oct 2017
Farming Simulator 17,25 Oct 2016
Farm Expert 2017,2 Sep 2016
Far Cry: Primal,1 Mar 2016
Fantastic Contraption,5 Apr 2016
Fallout Shelter,13 Jul 2016
Fallout Project V13,2016?
Fallout 4 - Wasteland Workshop,12 Apr 2016
Fallout 4 - Vault-Tec Workshop,25 Jul 2016
Fallout 4 - Nuka World,30 Aug 2016
Fallout 4 - Far Harbor,19 May 2016
Fallout 4 - Contraptions Workshop,20 Jun 2016
Fallout 4 - Automatron,22 Mar 2016
Colt Canyon,16 Jun 2020
Colony Siege,19 Jun 2020
Cogret,1 Jul 2020
Coffee Talk,29 Jan 2020
Code Shifter,30 Jan 2020
Cloudpunk,23 Apr 2020
Clash: Mutants Vs Pirates,12 Jun 2020
Cities: Skylines - Sunset Harbor,26 Mar 2020
Circadian City,1 Oct 2020
Chronos: Before the Ashes,1 Dec 2020
Christmas Adventures: A Winter Nights Dream,22 Dec 2020
Chicken Police,5 Nov 2020
Chernobyl 1986,25 Sep 2020
Charterstone: Digital Edition,26 Mar 2020
Long Gone Days,29 Mar 2018
Little Nightmares - The Residence,22 Feb 2018
Life is Strange: Before the Storm Farewell,5 Mar 2018
Life Is Strange 2 - Episode 1,27 Sep 2018
Life is Feudal: MMO,12 Jan 2018
Let it Die,26 Sep 2018
Leisure Suit Larry: Wet Dreams Dont Dry,7 Nov 2018
Lego: The Incredibles,13 Jul 2018
Lego DC Super-Villains,16 Oct 2018
Kobold: Chapter 1,14 Nov 2018
Kingdom Two Crowns,11 Dec 2018
Kingdom Come: Deliverance,13 Feb 2018
Killer7,15 Nov 2018
Dead Darkness,15 Feb 2015
Dawn of the Plow,3 Nov 2015
Data Hacker: Reboot,13 Feb 2015
Darksiders II: Deathinitive Edition,5 Nov 2015
Dark Souls 2: Scholar of the First Sin,2 Apr 2015
Dark Gates,26 Jan 2015
Danse Macabre: Deadly Deception,1 Mar 2015
Damnation City of Death,3 Mar 2015
D.R.A.P.,15 Feb 2015
Cyclone,17 Feb 2015
Crystal Catacombs,15 Jan 2015
Life is Strange: Before the Storm,31 Aug 2017
Life Is Feudal: Forest Village,26 May 2017
Lego: Marvel Super Heroes 2,14 Nov 2017
Lego Worlds,24 Feb 2017
LawBreakers,8 Aug 2017
Last Day of June,31 Aug 2017
L.A. Noire: The VR Case Files,15 Dec 2017
Kritika Online,28 Sep 2017
Fall of Freya,30 Sep 2016
Fairy Fencer F: Advent Dark Force,Unknown
Factorio,25 Feb 2016
F1 2016,19 Aug 2016
Everybodys Gone to the Rapture,14 Apr 2016
EVERSPACE,14 Sep 2016
Event[0],14 Sep 2016
Event 0,14 Sep 2016
Even the Ocean,16 Nov 2016
EVE: Valkyrie,28 Mar 2016
Euro Truck Simulator 2 - Vive La France,5 Dec 2016
Escape the Game,11 Oct 2016
Escape from Tarkov,4 Aug 2016
EPOCH,18 May 2016
Chaos Galaxy,16 Jun 2020
Chair F*cking Simulator,7 Jul 2020
Celestian Tales: Realms Beyond,7 May 2020
Cartoon Strike,11 Mar 2020
Carto,27 Oct 2020
Carrion,23 Jul 2020
Cardpocalypse,12 Oct 2020
Cardboard Ground,28 Jan 2020
Cardaclysm,29 Jul 2020
Car Tune: Project,20 Feb 2020
Car Trader Simulator,4 Nov 2020
Captain Tsubasa: Rise of New Champions,28 Aug 2020
Cannibal Cuisine,20 May 2020
Call of the Sea,8 Dec 2020
Demon's Tilt,13 Dec 2019
Katamari Damacy Reroll,7 Dec 2018
Just Cause 4,4 Dec 2018
Jurassic World Evolution - Secrets of Dr Wu,20 Nov 2018
Jurassic World Evolution,12 Jun 2018
Jagged Alliance: Rage!,6 Dec 2018
Islands of Nyne: Battle Royale,12 Jul 2018
Into the Breach,27 Feb 2018
Insurgency: Sandstorm,12 Dec 2018
InnerSpace,16 Jan 2018
In Death,1 Feb 2018
Cryptark,7 Oct 2015
Crypt of the NecroDancer,23 Apr 2015
Crusaders of the Lost Idols,13 Oct 2015
Crusader Kings II: Horse Lords,14 Jul 2015
Crossing The Line,2015?
Crossfire Europe,9 Jan 2015
Cross of the Dutchman,2015
Crookz,2015
Creepy Castle,1 Mar 2015
Cradle,2016
Cosmic Highway,28 Feb 2015
CortexGear:AngryDroids,25 Jun 2015
Convoy,21 Apr 2015
Confederate Express,2015
Knack 2,
Kingdoms and Castles,20 Jul 2017
Kingdom Hearts HD 2.8 Final Chapter Prologue,30 Mar 2021
Killing Floor: Incursion,16 Aug 2017
Karnage Chronicles,25 Apr 2017
Injustice 2,30 Nov 2017
Immortal Redneck,25 Apr 2017
Immortal Planet,27 Jul 2017
Hunting Simulator,9 Jun 2017
House Party,30 Jun 2017
Horizon: Zero Dawn - The Frozen Wilds,
Horizon: Zero Dawn,7 Aug 2020
Homefront: The Revolution - Beyond the Walls,8 Mar 2017
Home Sweet Home,27 Sep 2017
Epistory: Typing chronicles,4 Oct 2016
Enter the Gungeon,5 Apr 2016
Endless Legend: Tempest,14 Oct 2016
Endless Legend: Shifters,7 Apr 2016
Enderal,3 Jul 2016
EmergeNYC,3 Nov 2016
Emergency Call 112 - The Fire Fighting Simulation,10 Nov 2016
Elite Dangerous: Arena,16 Feb 2016
Eisenhorn: XENOS,19 May 2016
Edge of Nowhere,6 Jun 2016
Ecotone,7 Apr 2016
Earthlock: Festival of Magic,27 Sep 2016
Call of Duty: Black Ops Cold War,13 Nov 2020
Call of Duty: Black Ops 5,13 Nov 2020
Call of Duty: Black Ops,13 Nov 2020
Call of Duty Warzone,10 Mar 2020
Call of Anime: Vietnam War,16 Jul 2020
Cake Bash,15 Oct 2020
Caffeine: Victoria's Legacy,31 Jan 2020
Bus Mechanic Simulator,14 May 2020
Bunny Park,14 Jan 2020
BulletRage,31 Mar 2020
Builders Of Egypt,2 Mar 2020
House Flipper,17 May 2018
Hitman 2 (2018),13 Nov 2018
Hevn,24 Sep 2018
Hades,10 Dec 2018
H1Z1: King of the Kill,28 Feb 2018
Guacamelee! 2,21 Aug 2018
GRIS,13 Dec 2018
Gray Dawn,7 Jun 2018
Graveyard Keeper,15 Aug 2018
Concrete Jungle,23 Sep 2015
Company of Heroes 2: The British Forces,3 Sep 2015
Combat Monsters,20 Jan 2015
Combat Extreme 2.0,1 Feb 2015
Cold Mercury,Unknown
Coffin Dodgers,8 Jul 2015
CodeSpells,18 Sep 2015
Codename CURE,17 Jul 2015
Coaster Park Tycoon,2016
ClusterPuck 99,23 Jan 2015
Club Manager 2016,19 Nov 2015
Cloudrift,30 Oct 2015
Cliffs of War: Fortress Defenders,25 Aug 2015
Hollow Knight,24 Feb 2017
Holdfast: Nations at War,21 Sep 2017
Hob,26 Sep 2017
Hiveswap: Act 1,14 Sep 2017
Hidden Folks,15 Feb 2017
Heroes Evolved,30 Jan 2017
Hello Neighbor,8 Dec 2017
Hellion,24 Feb 2017
Hellblade: Senuas Sacrifice,8 Aug 2017
Heat Signature,21 Sep 2017
Hearthstone - Knights of the Frozen Throne,11 Aug 2017
Harvest Moon: Light of Hope,14 Nov 2017
Hand Simulator,19 Jul 2017
Hand of Fate 2,7 Nov 2017
Earth Defense Force 4.1 The Shadow of New Despair,19 Jul 2016
Eagle Flight,18 Oct 2016
EA Sports UFC 2,15 Mar 2016
Dying Light: The Following,9 Feb 2016
Duskers,18 May 2016
Dungeon Rats,4 Nov 2016
Duke Nukem 3D: 20th Anniversary World Tour,11 Oct 2016
Dropzone,26 Dec 2016
Dragon Quest Builders,
Dragon Front,6 Oct 2016
Dragon Ball Xenoverse 2,28 Oct 2016
Dovetail Games Flight School,24 May 2016
Doom 4: Unto the Evil,4 Aug 2016
Doom 4: Hell Followed,27 Oct 2016
Bugsnax,12 Nov 2020
Bug Academy,14 Jan 2020
Brothers in Blood: WW2 Co-op,27 Oct 2020
Broomstick League,5 Mar 2020
Broken Lines,25 Feb 2020
Britannic: Patroness of the Mediterranean,19 Jun 2020
Bridge Constructor: The Walking Dead,19 Nov 2020
BPM: Bullets Per Minute,15 Sep 2020
Boris The Rocket,14 Oct 2020
Boris and the Dark Survival,10 Feb 2020
Borderlands 3 - Psycho Krieg and the Fantastic Fustercluck,10 Sep 2020
Booth,22 Jul 2020
Gravel,27 Feb 2018
Golem,
God of War 2018,14 Jan 2022
Ghoststory,9 Apr 2018
Genital Jousting,18 Jan 2018
Gene Rain,9 Jan 2020
Frozen Synapse 2,13 Sep 2018
Frostpunk,24 Apr 2018
Friday the 13th: Killer Puzzle - Episode 8: Future Shock,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 7: Wasteland,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 6: Slayground,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 5: Last Resort,13 Apr 2018
Clicker Heroes,13 May 2015
Classroom Aquatic,Q4 2015
Clandestine,5 Nov 2015
Civilization: Beyond Earth - Rising Tide,9 Oct 2015
Civilization Online,2015
Cityconomy,2 Dec 2015
Cities: Skylines - After Dark,24 Sep 2015
Cities: Skylines,10 Mar 2015
Cities XXL,5 Feb 2015
Chime Sharp,November 2015
Chasm,Q3 2015
Halo Wars: Definitive Edition,20 Apr 2017
Halo Wars 2,21 Feb 2017
Gwent: The Witcher Card Game,25 May 2017
Guts and Glory,16 Feb 2017
Guild Wars 2: Path of Fire,22 Sep 2017
Guardians of the Galaxy - Episode 2 Under Pressure,6 Jun 2017
Guardians of the Galaxy - Episode 1 Tangled Up In Blue,18 Apr 2017
Groundhog Day: Like Father Like Son,17 Sep 2017
Grim Dawn: Ashes of Malmouth,11 Oct 2017
Gran Turismo Sport,
Gold Rush: The Game,13 Oct 2017
Gigantic,20 Jul 2017
Giant Cop,30 May 2017
Getting Over It with Bennett Foddy,6 Dec 2017
Doom 4,13 May 2016
Don Bradman Cricket 17,16 Dec 2016
DoDonPachi Resurrection ver 1.5,14 Oct 2016
Dishonored II,11 Nov 2016
Disgaea PC,24 Feb 2016
Dirt Rally,7 Dec 2015
Digimon Masters Online,3 Nov 2016
Dexed,26 Sep 2016
DEX,7 May 2015
Devil Daggers,18 Feb 2016
Boomerang Fu,13 Aug 2020
BomjMan,15 Dec 2020
Blue Fire,4 Feb 2020
Bloodstained: Curse of the Moon 2,10 Jul 2020
Bloodroots,12 Mar 2020
BloodRayne: Terminal Cut,20 Nov 2020
BloodRayne 2: Terminal Cut,20 Nov 2020
Blood Rage: Digital Edition,27 May 2020
Blood of Steel,20 Oct 2020
Block Multiplayer: RPG,16 Mar 2020
Blind Spot VR,6 Feb 2020
Friday the 13th: Killer Puzzle - Episode 4: IMASKNY,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 3: Winter Kills,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 2: Lockdown,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 12: Jurassic Jason,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 11: Knightmare,13 Apr 2018
Friday the 13th: Killer Puzzle - Episode 10: The Ripper,13 Apr 2018
Friday the 13th: Killer Puzzle - Ep 9 Return to Crystal Lake,13 Apr 2018
Friday the 13th: Killer Puzzle,13 Apr 2018
Freeman: Guerrilla Warfare,1 Feb 2018
Franchise Hockey Manager 5,5 Oct 2018
Forza Horizon 4: Fortune Island,13 Dec 2018
Forza Horizon 4,2 Oct 2018
Forsaken Remastered,31 Jul 2018
Chariot,
Chaos Ride,29 Jan 2015
Chainsaw Warrior: Lords of the Night,17 Feb 2015
Ceres,16 Oct 2015
Catequesis,2015
Catacomb Kids,20 Feb 2015
Castle in The Darkness,5 Feb 2015
Castaway Paradise,19 May 2015
